channel_index	a	a_bar	Cr
2.900000000000000000e+02	1.151984179159626365e-04	4.716329385701101273e-06	1.400000043459671638e-17
2.910000000000000000e+02	1.152150507550686598e-04	4.719412117992760614e-06	1.400000043459671638e-17
2.920000000000000000e+02	1.152291370090097189e-04	4.722528956335736439e-06	1.400000043459671638e-17
2.930000000000000000e+02	1.152409022324718535e-04	4.725644430436659604e-06	1.400000043459671638e-17
2.940000000000000000e+02	1.152493277913890779e-04	4.728759904537582770e-06	1.400000043459671638e-17
2.950000000000000000e+02	1.152545082732103765e-04	4.731872650154400617e-06	1.400000043459671638e-17
2.960000000000000000e+02	1.152569820987991989e-04	4.735019047075184062e-06	1.400000043459671638e-17
2.970000000000000000e+02	1.152561308117583394e-04	4.738174538942985237e-06	1.400000043459671638e-17
2.980000000000000000e+02	1.152520271716639400e-04	4.741328211821382865e-06	1.400000043459671638e-17
2.990000000000000000e+02	1.152455224655568600e-04	4.744480065710376948e-06	1.400000043459671638e-17
3.000000000000000000e+02	1.152364711742848158e-04	4.747644652525195852e-06	1.400000043459671638e-17
3.010000000000000000e+02	1.152250406448729336e-04	4.750844709633383900e-06	1.400000043459671638e-17
3.020000000000000000e+02	1.152105105575174093e-04	4.754043402499519289e-06	1.400000043459671638e-17
3.030000000000000000e+02	1.151928518083877861e-04	4.757241185870952904e-06	1.400000043459671638e-17
3.040000000000000000e+02	1.151724791270680726e-04	4.760435331263579428e-06	1.400000043459671638e-17
3.050000000000000000e+02	1.151494579971767962e-04	4.763672677654540166e-06	1.400000043459671638e-17
3.060000000000000000e+02	1.151231044786982238e-04	4.766920483234571293e-06	1.400000043459671638e-17
3.070000000000000000e+02	1.150938405771739781e-04	4.770168288814602420e-06	1.400000043459671638e-17
3.080000000000000000e+02	1.150620082626119256e-04	4.773413365910528228e-06	1.400000043459671638e-17
3.090000000000000000e+02	1.150273674284107983e-04	4.776670266437577084e-06	1.400000043459671638e-17
3.100000000000000000e+02	1.149906020145863295e-04	4.779966275236802176e-06	1.400000043459671638e-17
3.110000000000000000e+02	1.149506133515387774e-04	4.783260919793974608e-06	1.400000043459671638e-17
3.120000000000000000e+02	1.149077652371488512e-04	4.786554654856445268e-06	1.400000043459671638e-17
3.130000000000000000e+02	1.148629671661183238e-04	4.789846570929512382e-06	1.400000043459671638e-17
3.140000000000000000e+02	1.148165611084550619e-04	4.793172138306545094e-06	1.400000043459671638e-17
3.150000000000000000e+02	1.147673101513646543e-04	4.796512257598806173e-06	1.400000043459671638e-17
3.160000000000000000e+02	1.147158327512443066e-04	4.799851012649014592e-06	1.400000043459671638e-17
3.170000000000000000e+02	1.146620707004331052e-04	4.803187039215117693e-06	1.400000043459671638e-17
3.180000000000000000e+02	1.146057475125417113e-04	4.806528977496782318e-06	1.400000043459671638e-17
3.190000000000000000e+02	1.145474670920521021e-04	4.809905931324465200e-06	1.400000043459671638e-17
3.200000000000000000e+02	1.144870984717272222e-04	4.813282885152148083e-06	1.400000043459671638e-17
3.210000000000000000e+02	1.144245543400757015e-04	4.816655746253672987e-06	1.400000043459671638e-17
3.220000000000000000e+02	1.143601402873173356e-04	4.820028152607847005e-06	1.400000043459671638e-17
3.230000000000000000e+02	1.142945839092135429e-04	4.823424205824267119e-06	1.400000043459671638e-17
3.240000000000000000e+02	1.142268374678678811e-04	4.826836175197968259e-06	1.400000043459671638e-17
3.250000000000000000e+02	1.141575994552113116e-04	4.830245870834914967e-06	1.400000043459671638e-17
3.260000000000000000e+02	1.140863678301684558e-04	4.833653292735107243e-06	1.400000043459671638e-17
3.270000000000000000e+02	1.140135718742385507e-04	4.837062988372053951e-06	1.400000043459671638e-17
3.280000000000000000e+02	1.139398882514797151e-04	4.840513156523229554e-06	1.400000043459671638e-17
3.290000000000000000e+02	1.138647203333675861e-04	4.843963324674405158e-06	1.400000043459671638e-17
3.300000000000000000e+02	1.137878716690465808e-04	4.847411219088826329e-06	1.400000043459671638e-17
3.310000000000000000e+02	1.137092185672372580e-04	4.850856839766493067e-06	1.400000043459671638e-17
3.320000000000000000e+02	1.136292339651845396e-04	4.854326107306405902e-06	1.400000043459671638e-17
3.330000000000000000e+02	1.135464262915775180e-04	4.857821750192670152e-06	1.400000043459671638e-17
3.340000000000000000e+02	1.134612684836611152e-04	4.861313300352776423e-06	1.400000043459671638e-17
3.350000000000000000e+02	1.133724872488528490e-04	4.864804395765531808e-06	1.400000043459671638e-17
3.360000000000000000e+02	1.132809629780240357e-04	4.868291853199480101e-06	1.400000043459671638e-17
3.370000000000000000e+02	1.131868630181998014e-04	4.871827513852622360e-06	1.400000043459671638e-17
3.380000000000000000e+02	1.130896343966014683e-04	4.875363629253115505e-06	1.400000043459671638e-17
3.390000000000000000e+02	1.129888405557721853e-04	4.878897470916854218e-06	1.400000043459671638e-17
3.400000000000000000e+02	1.128849980887025595e-04	4.882428584096487612e-06	1.400000043459671638e-17
3.410000000000000000e+02	1.127787108998745680e-04	4.885976522928103805e-06	1.400000043459671638e-17
3.420000000000000000e+02	1.126697898143902421e-04	4.889556748821632937e-06	1.400000043459671638e-17
3.430000000000000000e+02	1.125587004935368896e-04	4.893130608252249658e-06	1.400000043459671638e-17
3.440000000000000000e+02	1.124454574892297387e-04	4.896704012935515493e-06	1.400000043459671638e-17
3.450000000000000000e+02	1.123301408370025456e-04	4.900276053376728669e-06	1.400000043459671638e-17
3.460000000000000000e+02	1.122125977417454123e-04	4.903877197648398578e-06	1.400000043459671638e-17
3.470000000000000000e+02	1.120924862334504724e-04	4.907486982119735330e-06	1.400000043459671638e-17
3.480000000000000000e+02	1.119695007218979299e-04	4.911094038106966764e-06	1.400000043459671638e-17
3.490000000000000000e+02	1.118443105951882899e-04	4.914700184599496424e-06	1.400000043459671638e-17
3.500000000000000000e+02	1.117165957111865282e-04	4.918311788060236722e-06	1.400000043459671638e-17
3.510000000000000000e+02	1.115862978622317314e-04	4.921951585856731981e-06	1.400000043459671638e-17
3.520000000000000000e+02	1.114540937123820186e-04	4.925591383653227240e-06	1.400000043459671638e-17
3.530000000000000000e+02	1.113196340156719089e-04	4.929229362460318953e-06	1.400000043459671638e-17
3.540000000000000000e+02	1.111825040425173938e-04	4.932864612783305347e-06	1.400000043459671638e-17
3.550000000000000000e+02	1.110438533942215145e-04	4.936524419463239610e-06	1.400000043459671638e-17
3.560000000000000000e+02	1.109037330024875700e-04	4.940198323311051354e-06	1.400000043459671638e-17
3.570000000000000000e+02	1.107616626541130245e-04	4.943873591400915757e-06	1.400000043459671638e-17
3.580000000000000000e+02	1.106184863601811230e-04	4.947545221511973068e-06	1.400000043459671638e-17
3.590000000000000000e+02	1.104739349102601409e-04	4.951215942128328606e-06	1.400000043459671638e-17
3.600000000000000000e+02	1.103283429984003305e-04	4.954928954248316586e-06	1.400000043459671638e-17
3.610000000000000000e+02	1.101810994441621006e-04	4.958644240105058998e-06	1.400000043459671638e-17
3.620000000000000000e+02	1.073389576049521565e-04	5.026684902986744419e-06	1.400000043459671638e-17
3.630000000000000000e+02	1.071658407454378903e-04	5.030532520322594792e-06	1.400000043459671638e-17
3.640000000000000000e+02	1.069877762347459793e-04	5.034381047153146937e-06	1.400000043459671638e-17
3.650000000000000000e+02	1.068042765837162733e-04	5.038225026510190219e-06	1.400000043459671638e-17
3.660000000000000000e+02	1.066143886419013143e-04	5.042091743234777823e-06	1.400000043459671638e-17
3.670000000000000000e+02	1.064168391167186201e-04	5.045973011874593794e-06	1.400000043459671638e-17
3.680000000000000000e+02	1.062118681147694588e-04	5.049854280514409766e-06	1.400000043459671638e-17
3.690000000000000000e+02	1.059992791851982474e-04	5.053731911175418645e-06	1.400000043459671638e-17
3.700000000000000000e+02	1.057792615029029548e-04	5.057608177594374865e-06	1.400000043459671638e-17
3.710000000000000000e+02	1.055530738085508347e-04	5.061523552285507321e-06	1.400000043459671638e-17
3.720000000000000000e+02	1.053215673891827464e-04	5.065441200713394210e-06	1.400000043459671638e-17
3.730000000000000000e+02	1.050852151820436120e-04	5.069357484899228439e-06	1.400000043459671638e-17
3.740000000000000000e+02	1.048460180754773319e-04	5.073269221611553803e-06	1.400000043459671638e-17
3.750000000000000000e+02	1.046046454575844109e-04	5.077190053270896897e-06	1.400000043459671638e-17
3.760000000000000000e+02	1.043631709762848914e-04	5.081146809970960021e-06	1.400000043459671638e-17
3.770000000000000000e+02	1.041216019075363874e-04	5.085098564450163394e-06	1.400000043459671638e-17
3.780000000000000000e+02	1.038800910464487970e-04	5.089051228424068540e-06	1.400000043459671638e-17
3.790000000000000000e+02	1.036390603985637426e-04	5.093000709166517481e-06	1.400000043459671638e-17
3.800000000000000000e+02	1.033995577017776668e-04	5.096968834550352767e-06	1.400000043459671638e-17
3.810000000000000000e+02	1.031623687595129013e-04	5.100959242554381490e-06	1.400000043459671638e-17
3.820000000000000000e+02	1.029272389132529497e-04	5.104944193590199575e-06	1.400000043459671638e-17
3.830000000000000000e+02	1.026948229991830885e-04	5.108930963615421206e-06	1.400000043459671638e-17
3.840000000000000000e+02	1.024660668917931616e-04	5.112913186167133972e-06	1.400000043459671638e-17
3.850000000000000000e+02	1.022415017359890044e-04	5.116922693559899926e-06	1.400000043459671638e-17
3.860000000000000000e+02	1.020210329443216324e-04	5.120937657920876518e-06	1.400000043459671638e-17
3.870000000000000000e+02	1.018045659293420613e-04	5.124951258039800450e-06	1.400000043459671638e-17
3.880000000000000000e+02	1.015914749586954713e-04	5.128963948664022610e-06	1.400000043459671638e-17
3.890000000000000000e+02	1.013810833683237433e-04	5.132974820298841223e-06	1.400000043459671638e-17
3.900000000000000000e+02	1.011723870760761201e-04	5.137019343237625435e-06	1.400000043459671638e-17
3.910000000000000000e+02	1.009631450870074332e-04	5.141059773450251669e-06	1.400000043459671638e-17
3.920000000000000000e+02	1.007522878353483975e-04	5.145099294168176129e-06	1.400000043459671638e-17
3.930000000000000000e+02	1.005386147880926728e-04	5.149136995896697044e-06	1.400000043459671638e-17
3.940000000000000000e+02	1.003206489258445799e-04	5.153184247319586575e-06	1.400000043459671638e-17
3.950000000000000000e+02	1.000973425107076764e-04	5.157255145604722202e-06	1.400000043459671638e-17
3.960000000000000000e+02	9.986733493860810995e-05	5.161325589142506942e-06	1.400000043459671638e-17
3.970000000000000000e+02	9.962946205632761121e-05	5.165393758943537250e-06	1.400000043459671638e-17
3.980000000000000000e+02	9.938365110429003835e-05	5.169460564502514899e-06	1.400000043459671638e-17
3.990000000000000000e+02	9.913048415910452604e-05	5.173546469450229779e-06	1.400000043459671638e-17
4.000000000000000000e+02	9.886985208140686154e-05	5.177652838028734550e-06	1.400000043459671638e-17
4.010000000000000000e+02	9.860165300779044628e-05	5.181756478123134002e-06	1.400000043459671638e-17
4.020000000000000000e+02	9.832530486164614558e-05	5.185857844480779022e-06	1.400000043459671638e-17
4.030000000000000000e+02	9.804200817598029971e-05	5.189958756091073155e-06	1.400000043459671638e-17
4.040000000000000000e+02	9.775205398909747601e-05	5.194088771531824023e-06	1.400000043459671638e-17
4.050000000000000000e+02	9.745595889398828149e-05	5.198227427172241732e-06	1.400000043459671638e-17
4.060000000000000000e+02	9.715397027321159840e-05	5.202363809075905010e-06	1.400000043459671638e-17
4.070000000000000000e+02	9.684700489742681384e-05	5.206499736232217401e-06	1.400000043459671638e-17
4.080000000000000000e+02	9.653502638684585690e-05	5.210632025409722701e-06	1.400000043459671638e-17
4.090000000000000000e+02	9.621941717341542244e-05	5.214802968112053350e-06	1.400000043459671638e-17
4.100000000000000000e+02	9.590033732820302248e-05	5.218974365561734885e-06	1.400000043459671638e-17
4.110000000000000000e+02	9.557772136759012938e-05	5.223144398769363761e-06	1.400000043459671638e-17
4.120000000000000000e+02	9.525347559247165918e-05	5.227310793998185545e-06	1.400000043459671638e-17
4.130000000000000000e+02	9.492763638263568282e-05	5.231483555689919740e-06	1.400000043459671638e-17
4.140000000000000000e+02	9.460042201681062579e-05	5.235679054749198258e-06	1.400000043459671638e-17
4.150000000000000000e+02	9.427293116459622979e-05	5.239877282292582095e-06	1.400000043459671638e-17
4.160000000000000000e+02	9.394529479322955012e-05	5.244070052867755294e-06	1.400000043459671638e-17
4.170000000000000000e+02	9.361785487271845341e-05	5.248261459200875834e-06	1.400000043459671638e-17
4.180000000000000000e+02	9.329106978839263320e-05	5.252463324723066762e-06	1.400000043459671638e-17
4.190000000000000000e+02	9.296577627537772059e-05	5.256686563370749354e-06	1.400000043459671638e-17
4.200000000000000000e+02	9.264077380066737533e-05	5.260907073534326628e-06	1.400000043459671638e-17
4.210000000000000000e+02	9.231633157469332218e-05	5.265126219455851242e-06	1.400000043459671638e-17
4.220000000000000000e+02	9.199197666021063924e-05	5.269341272651217878e-06	1.400000043459671638e-17
4.230000000000000000e+02	9.166856762021780014e-05	5.273575879982672632e-06	1.400000043459671638e-17
4.240000000000000000e+02	9.134568244917318225e-05	5.277824584482004866e-06	1.400000043459671638e-17
4.250000000000000000e+02	9.102206968236714602e-05	5.282070105749880895e-06	1.400000043459671638e-17
4.260000000000000000e+02	9.069743100553750992e-05	5.286314717523055151e-06	1.400000043459671638e-17
4.270000000000000000e+02	9.037161362357437611e-05	5.290557965054176748e-06	1.400000043459671638e-17
4.280000000000000000e+02	9.004580351756885648e-05	5.294829861668404192e-06	1.400000043459671638e-17
4.290000000000000000e+02	8.971843635663390160e-05	5.299110398482298478e-06	1.400000043459671638e-17
4.300000000000000000e+02	8.938903192756697536e-05	5.303388661559438333e-06	1.400000043459671638e-17
4.310000000000000000e+02	8.905842696549370885e-05	5.307665105647174641e-06	1.400000043459671638e-17
4.320000000000000000e+02	8.872484613675624132e-05	5.311940640240209177e-06	1.400000043459671638e-17
4.330000000000000000e+02	8.838875510264188051e-05	5.316251190379261971e-06	1.400000043459671638e-17
4.340000000000000000e+02	8.805008110357448459e-05	5.320561285770963877e-06	1.400000043459671638e-17
4.350000000000000000e+02	8.770878048380836844e-05	5.324869562173262239e-06	1.400000043459671638e-17
4.360000000000000000e+02	8.736526797292754054e-05	5.329178293322911486e-06	1.400000043459671638e-17
4.370000000000000000e+02	8.701974002178758383e-05	5.333487933967262506e-06	1.400000043459671638e-17
4.380000000000000000e+02	8.667325164424255490e-05	5.337832135410280898e-06	1.400000043459671638e-17
4.390000000000000000e+02	8.632552635390311480e-05	5.342174063116544858e-06	1.400000043459671638e-17
4.400000000000000000e+02	8.597674604970961809e-05	5.346514171833405271e-06	1.400000043459671638e-17
4.410000000000000000e+02	8.562737639294937253e-05	5.350853371055563912e-06	1.400000043459671638e-17
4.420000000000000000e+02	8.527890167897567153e-05	5.355195753509178758e-06	1.400000043459671638e-17
4.430000000000000000e+02	8.493164932588115335e-05	5.359564966056495905e-06	1.400000043459671638e-17
4.440000000000000000e+02	8.458620141027495265e-05	5.363929631130304188e-06	1.400000043459671638e-17
4.450000000000000000e+02	8.424212865065783262e-05	5.368292931962059811e-06	1.400000043459671638e-17
4.460000000000000000e+02	8.389986032852903008e-05	5.372654868551762775e-06	1.400000043459671638e-17
4.470000000000000000e+02	8.356017497135326266e-05	5.377026809583185241e-06	1.400000043459671638e-17
4.480000000000000000e+02	8.322259236592799425e-05	5.381416031013941392e-06	1.400000043459671638e-17
4.490000000000000000e+02	8.288714889204129577e-05	5.385805707192048430e-06	1.400000043459671638e-17
4.500000000000000000e+02	8.255352440755814314e-05	5.390194019128102809e-06	1.400000043459671638e-17
4.510000000000000000e+02	8.222212636610493064e-05	5.394577783590648323e-06	1.400000043459671638e-17
4.520000000000000000e+02	8.189344953279942274e-05	5.398976099968422204e-06	1.400000043459671638e-17
4.530000000000000000e+02	8.156711555784568191e-05	5.403391241998178884e-06	1.400000043459671638e-17
4.540000000000000000e+02	8.124115265673026443e-05	5.407808203017339110e-06	1.400000043459671638e-17
4.550000000000000000e+02	8.091558265732601285e-05	5.412218342826236039e-06	1.400000043459671638e-17
4.560000000000000000e+02	8.059119863901287317e-05	5.416629392129834741e-06	1.400000043459671638e-17
4.570000000000000000e+02	8.026682189665734768e-05	5.421059995569521561e-06	1.400000043459671638e-17
4.580000000000000000e+02	7.994182669790461659e-05	5.425506969913840294e-06	1.400000043459671638e-17
4.590000000000000000e+02	7.961555820656940341e-05	5.429952580016106367e-06	1.400000043459671638e-17
4.600000000000000000e+02	7.928728155093267560e-05	5.434393187897512689e-06	1.400000043459671638e-17
4.610000000000000000e+02	7.895601447671651840e-05	5.438832886284217238e-06	1.400000043459671638e-17
4.620000000000000000e+02	7.862279016990214586e-05	5.443299414764624089e-06	1.400000043459671638e-17
4.630000000000000000e+02	7.828677189536392689e-05	5.447775038192048669e-06	1.400000043459671638e-17
4.640000000000000000e+02	7.794788689352571964e-05	5.452247933135367930e-06	1.400000043459671638e-17
4.650000000000000000e+02	7.760700100334361196e-05	5.456720373331336305e-06	1.400000043459671638e-17
4.660000000000000000e+02	7.723837188677862287e-05	5.461190085043199360e-06	1.400000043459671638e-17
4.670000000000000000e+02	7.686832395847886801e-05	5.465690264827571809e-06	1.400000043459671638e-17
4.680000000000000000e+02	7.649713370483368635e-05	5.470195446832804009e-06	1.400000043459671638e-17
4.690000000000000000e+02	7.612252375110983849e-05	5.474697900353930891e-06	1.400000043459671638e-17
4.700000000000000000e+02	7.574457413284108043e-05	5.479198534885654226e-06	1.400000043459671638e-17
4.710000000000000000e+02	7.536399789387360215e-05	5.483700988406781107e-06	1.400000043459671638e-17
4.720000000000000000e+02	7.497847400372847915e-05	5.488223450811346993e-06	1.400000043459671638e-17
4.730000000000000000e+02	7.458724576281383634e-05	5.492753189173527062e-06	1.400000043459671638e-17
4.740000000000000000e+02	7.419085159199312329e-05	5.497280199051601812e-06	1.400000043459671638e-17
4.750000000000000000e+02	7.378925511147826910e-05	5.501804025698220357e-06	1.400000043459671638e-17
4.760000000000000000e+02	7.338208524743095040e-05	5.506326488102786243e-06	1.400000043459671638e-17
4.770000000000000000e+02	7.297147385543212295e-05	5.510874416359001771e-06	1.400000043459671638e-17
4.780000000000000000e+02	7.255790842464193702e-05	5.515425073099322617e-06	1.400000043459671638e-17
4.790000000000000000e+02	7.214325160020962358e-05	5.519973910850239918e-06	1.400000043459671638e-17
4.800000000000000000e+02	7.173063931986689568e-05	5.524520929611753672e-06	1.400000043459671638e-17
4.810000000000000000e+02	7.132185419322922826e-05	5.529067038878565654e-06	1.400000043459671638e-17
4.820000000000000000e+02	7.091969018802046776e-05	5.533640432986430824e-06	1.400000043459671638e-17
4.830000000000000000e+02	7.052394357742741704e-05	5.538213827094295993e-06	1.400000043459671638e-17
4.840000000000000000e+02	7.013646973064169288e-05	5.542788130696862936e-06	1.400000043459671638e-17
4.850000000000000000e+02	6.975744327064603567e-05	5.547357886825921014e-06	1.400000043459671638e-17
4.860000000000000000e+02	6.938653677934780717e-05	5.551926278712926432e-06	1.400000043459671638e-17
4.870000000000000000e+02	6.902363384142518044e-05	5.556530595640651882e-06	1.400000043459671638e-17
4.880000000000000000e+02	6.866652984172105789e-05	5.561135822063079104e-06	1.400000043459671638e-17
4.890000000000000000e+02	6.831383507233113050e-05	5.565737865254050121e-06	1.400000043459671638e-17
4.900000000000000000e+02	6.796350498916581273e-05	5.570337089011445642e-05	2.800000086919343276e-17
4.910000000000000000e+02	6.721809040755033493e-05	1.282469602301716805e-04	5.600000173838686553e-17
4.920000000000000000e+02	6.613697041757404804e-05	8.743715443415567279e-05	5.600000173838686553e-17
4.930000000000000000e+02	6.464260513894259930e-05	5.401529051596298814e-05	5.600000173838686553e-17
4.940000000000000000e+02	6.309152377070859075e-05	3.971008118242025375e-05	5.600000173838686553e-17
4.950000000000000000e+02	6.154112634249031544e-05	3.287121216999366879e-05	5.600000173838686553e-17
4.960000000000000000e+02	5.999115455779246986e-05	2.926408524217549711e-05	5.600000173838686553e-17
4.970000000000000000e+02	5.843950930284336209e-05	2.732043867581523955e-05	5.600000173838686553e-17
4.980000000000000000e+02	5.688368401024490595e-05	2.634020893310662359e-05	5.600000173838686553e-17
4.990000000000000000e+02	5.532294744625687599e-05	2.597000639070756733e-05	5.600000173838686553e-17
5.000000000000000000e+02	5.375829277909360826e-05	2.601253618195187300e-05	5.600000173838686553e-17
5.010000000000000000e+02	5.218950173002667725e-05	2.634656084410380572e-05	5.600000173838686553e-17
5.020000000000000000e+02	5.061490810476243496e-05	2.689051507331896573e-05	5.600000173838686553e-17
5.030000000000000000e+02	4.903510853182524443e-05	2.759473863989114761e-05	5.600000173838686553e-17
5.040000000000000000e+02	4.745122714666649699e-05	2.842453795892652124e-05	5.600000173838686553e-17
5.050000000000000000e+02	4.586289651342667639e-05	2.935276643256656826e-05	5.600000173838686553e-17
5.060000000000000000e+02	4.427053863764740527e-05	3.036087764485273510e-05	5.600000173838686553e-17
5.070000000000000000e+02	4.267465919838286936e-05	3.143428693874739110e-05	5.600000173838686553e-17
5.080000000000000000e+02	4.107592758373357356e-05	3.256270792917348444e-05	5.600000173838686553e-17
5.090000000000000000e+02	3.947482400690205395e-05	3.373766594449989498e-05	5.600000173838686553e-17
5.100000000000000000e+02	3.787173045566305518e-05	3.495190321700647473e-05	5.600000173838686553e-17
5.110000000000000000e+02	3.626696707215160131e-05	3.620035204221494496e-05	5.600000173838686553e-17
5.120000000000000000e+02	3.466046837274916470e-05	3.747751907212659717e-05	5.600000173838686553e-17
5.130000000000000000e+02	3.305299105704762042e-05	3.878045754390768707e-05	5.600000173838686553e-17
5.140000000000000000e+02	3.144361835438758135e-05	4.010523480246774852e-05	5.600000173838686553e-17
5.150000000000000000e+02	2.983345802931580693e-05	4.144986814935691655e-05	5.600000173838686553e-17
5.160000000000000000e+02	2.824190414685290307e-05	4.283275120542384684e-05	5.600000173838686553e-17
5.170000000000000000e+02	2.665110514499247074e-05	4.422991332830861211e-05	5.600000173838686553e-17
5.180000000000000000e+02	2.506011514924466610e-05	4.563955735648050904e-05	5.600000173838686553e-17
5.190000000000000000e+02	2.346980545553378761e-05	4.706080289906822145e-05	5.600000173838686553e-17
5.200000000000000000e+02	2.187965219491161406e-05	4.849204924539662898e-05	5.600000173838686553e-17
5.210000000000000000e+02	2.028962444455828518e-05	4.993225957150571048e-05	5.600000173838686553e-17
5.220000000000000000e+02	1.870006963144987822e-05	5.138062260812148452e-05	5.600000173838686553e-17
5.230000000000000000e+02	1.711066761345136911e-05	5.283625796437263489e-05	5.600000173838686553e-17
5.240000000000000000e+02	1.552153116790577769e-05	5.429846714832819998e-05	5.600000173838686553e-17
5.250000000000000000e+02	1.393225738866021857e-05	5.576652984018437564e-05	5.600000173838686553e-17
5.260000000000000000e+02	1.234202500199899077e-05	5.723951835534535348e-05	5.600000173838686553e-17
5.270000000000000000e+02	1.075206910172710195e-05	5.871747998753562570e-05	5.600000173838686553e-17
5.280000000000000000e+02	9.162034984910860658e-06	6.019990541972219944e-05	5.600000173838686553e-17
5.290000000000000000e+02	7.571538390038767830e-06	6.168633262859657407e-05	5.600000173838686553e-17
5.300000000000000000e+02	5.980755759082967415e-06	6.317647057585418224e-05	5.600000173838686553e-17
5.310000000000000000e+02	5.916554982832167298e-06	6.319180829450488091e-05	5.465977062270394797e-17
5.320000000000000000e+02	5.916554982832167298e-06	6.314380152616649866e-05	5.332787417887311472e-17
5.330000000000000000e+02	5.916554982832167298e-06	6.309455056907609105e-05	5.205711299975485063e-17
5.340000000000000000e+02	5.693405546480789781e-05	6.539134192280471325e-04	1.400000043459671638e-17
5.350000000000000000e+02	5.693419370800256729e-05	6.544645293615758419e-04	1.400000043459671638e-17
5.360000000000000000e+02	5.693415732821449637e-05	6.550154648721218109e-04	1.400000043459671638e-17
5.370000000000000000e+02	5.693405182682909071e-05	6.555675063282251358e-04	1.400000043459671638e-17
5.380000000000000000e+02	5.693377897841855884e-05	6.561219925060868263e-04	1.400000043459671638e-17
5.390000000000000000e+02	5.693348430213518441e-05	6.566764204762876034e-04	1.400000043459671638e-17
5.400000000000000000e+02	5.693285856978036463e-05	6.572302663698792458e-04	1.400000043459671638e-17
5.410000000000000000e+02	5.693241837434470654e-05	6.577838794328272343e-04	1.400000043459671638e-17
5.420000000000000000e+02	5.693209095625206828e-05	6.583372596651315689e-04	1.400000043459671638e-17
5.430000000000000000e+02	5.693217462976463139e-05	6.588938995264470577e-04	1.400000043459671638e-17
5.440000000000000000e+02	5.693264756700955331e-05	6.594507140107452869e-04	1.400000043459671638e-17
5.450000000000000000e+02	5.693384082405827940e-05	6.600069464184343815e-04	1.400000043459671638e-17
5.460000000000000000e+02	5.693453567801043391e-05	6.605631206184625626e-04	1.400000043459671638e-17
5.470000000000000000e+02	5.693471757695078850e-05	6.611187709495425224e-04	1.400000043459671638e-17
5.480000000000000000e+02	5.695776417269371450e-05	6.616761675104498863e-04	1.400000043459671638e-17
5.490000000000000000e+02	5.697955566574819386e-05	6.622350192628800869e-04	1.400000043459671638e-17
5.500000000000000000e+02	5.699936809833161533e-05	6.627931725233793259e-04	1.400000043459671638e-17
5.510000000000000000e+02	5.701755799236707389e-05	6.633516168221831322e-04	1.400000043459671638e-17
5.520000000000000000e+02	5.703380156774073839e-05	6.639095372520387173e-04	1.400000043459671638e-17
5.530000000000000000e+02	5.704782961402088404e-05	6.644675740972161293e-04	1.400000043459671638e-17
5.540000000000000000e+02	5.706004958483390510e-05	6.650282884947955608e-04	1.400000043459671638e-17
5.550000000000000000e+02	5.707042873837053776e-05	6.655891193076968193e-04	1.400000043459671638e-17
5.560000000000000000e+02	5.707876698579639196e-05	6.661494844593107700e-04	1.400000043459671638e-17
5.570000000000000000e+02	5.708612661692313850e-05	6.667096749879419804e-04	1.400000043459671638e-17
5.580000000000000000e+02	5.707068703486584127e-05	6.672696326859295368e-04	1.400000043459671638e-17
5.590000000000000000e+02	5.705635339836589992e-05	6.678312201984226704e-04	1.400000043459671638e-17
5.600000000000000000e+02	5.704375143977813423e-05	6.683949031867086887e-04	1.400000043459671638e-17
5.610000000000000000e+02	5.703265924239531159e-05	6.689581205137073994e-04	1.400000043459671638e-17
5.620000000000000000e+02	5.702364069293253124e-05	6.695213960483670235e-04	1.400000043459671638e-17
5.630000000000000000e+02	5.701789632439613342e-05	6.700840312987565994e-04	1.400000043459671638e-17
5.640000000000000000e+02	5.701600093743763864e-05	6.706464337185025215e-04	1.400000043459671638e-17
5.650000000000000000e+02	5.701801273971796036e-05	6.712129688821732998e-04	1.400000043459671638e-17
5.660000000000000000e+02	5.702399721485562623e-05	6.717791547998785973e-04	1.400000043459671638e-17
5.670000000000000000e+02	5.703478745999746025e-05	6.723451078869402409e-04	1.400000043459671638e-17
5.680000000000000000e+02	5.705046714865602553e-05	6.729108281433582306e-04	1.400000043459671638e-17
5.690000000000000000e+02	5.707098171114921570e-05	6.734761409461498260e-04	1.400000043459671638e-17
5.700000000000000000e+02	5.709710603696294129e-05	6.740434328094124794e-04	1.400000043459671638e-17
5.710000000000000000e+02	5.712928032153286040e-05	6.746125873178243637e-04	1.400000043459671638e-17
5.720000000000000000e+02	5.716785744880326092e-05	6.751816836185753345e-04	1.400000043459671638e-17
5.730000000000000000e+02	5.721248453482985497e-05	6.757501396350562572e-04	1.400000043459671638e-17
5.740000000000000000e+02	5.726229574065655470e-05	6.763188284821808338e-04	1.400000043459671638e-17
5.750000000000000000e+02	5.731743294745683670e-05	6.768868770450353622e-04	1.400000043459671638e-17
5.760000000000000000e+02	5.737838364439085126e-05	6.774580106139183044e-04	1.400000043459671638e-17
5.770000000000000000e+02	5.744412919739261270e-05	6.780295516364276409e-04	1.400000043459671638e-17
5.780000000000000000e+02	5.751422213506884873e-05	6.786006269976496696e-04	1.400000043459671638e-17
5.790000000000000000e+02	5.758867337135598063e-05	6.791715859435498714e-04	1.400000043459671638e-17
5.800000000000000000e+02	5.766630420112051070e-05	6.797420792281627655e-04	1.400000043459671638e-17
