channel_index	a	a_bar	Cr
1.430000000000000000e+02	1.076769622159190476e-04	4.406371317600132897e-06	1.400000043459671638e-17
1.440000000000000000e+02	1.076472035492770374e-04	4.406850621307967231e-06	1.400000043459671638e-17
1.450000000000000000e+02	1.076176922651939094e-04	4.407330379763152450e-06	1.400000043459671638e-17
1.460000000000000000e+02	1.075896652764640749e-04	4.407839696796145290e-06	1.400000043459671638e-17
1.470000000000000000e+02	1.075627296813763678e-04	4.408416316437069327e-06	1.400000043459671638e-17
1.480000000000000000e+02	1.075365580618381500e-04	4.408992936077993363e-06	1.400000043459671638e-17
1.490000000000000000e+02	1.075112377293407917e-04	4.409569555718917400e-06	1.400000043459671638e-17
1.500000000000000000e+02	1.074865576811134815e-04	4.410160272527718917e-06	1.400000043459671638e-17
1.510000000000000000e+02	1.074634637916460633e-04	4.410826477396767586e-06	1.400000043459671638e-17
1.520000000000000000e+02	1.074412793968804181e-04	4.411491772771114483e-06	1.400000043459671638e-17
1.530000000000000000e+02	1.074188403435982764e-04	4.412157068145461380e-06	1.400000043459671638e-17
1.540000000000000000e+02	1.073976891348138452e-04	4.412822818267159164e-06	1.400000043459671638e-17
1.550000000000000000e+02	1.073785970220342278e-04	4.413597707753069699e-06	1.400000043459671638e-17
1.560000000000000000e+02	1.073596358764916658e-04	4.414372142491629347e-06	1.400000043459671638e-17
1.570000000000000000e+02	1.073411694960668683e-04	4.415146122482838109e-06	1.400000043459671638e-17
1.580000000000000000e+02	1.073238308890722692e-04	4.415920102474046871e-06	1.400000043459671638e-17
1.590000000000000000e+02	1.073083185474388301e-04	4.416788669914240018e-06	1.400000043459671638e-17
1.600000000000000000e+02	1.072940940503031015e-04	4.417674517753766850e-06	1.400000043459671638e-17
1.610000000000000000e+02	1.072803061106242239e-04	4.418559910845942795e-06	1.400000043459671638e-17
1.620000000000000000e+02	1.072616360033862293e-04	4.419444849190767854e-06	1.400000043459671638e-17
1.630000000000000000e+02	1.072440572897903621e-04	4.420401637617032975e-06	1.400000043459671638e-17
1.640000000000000000e+02	1.072275335900485516e-04	4.421393896336667240e-06	1.400000043459671638e-17
1.650000000000000000e+02	1.072120576282031834e-04	4.422385245561599731e-06	1.400000043459671638e-17
1.660000000000000000e+02	1.071980077540501952e-04	4.423376594786532223e-06	1.400000043459671638e-17
1.670000000000000000e+02	1.071854203473776579e-04	4.424415237735956907e-06	1.400000043459671638e-17
1.680000000000000000e+02	1.071741717169061303e-04	4.425502083904575557e-06	1.400000043459671638e-17
1.690000000000000000e+02	1.071643637260422111e-04	4.426588930073194206e-06	1.400000043459671638e-17
1.700000000000000000e+02	1.071557344403117895e-04	4.427675321494461969e-06	1.400000043459671638e-17
1.710000000000000000e+02	1.071488368324935436e-04	4.428787178767379373e-06	1.400000043459671638e-17
1.720000000000000000e+02	1.071438891813158989e-04	4.429957243701210245e-06	1.400000043459671638e-17
1.730000000000000000e+02	1.071396400220692158e-04	4.431127308635041118e-06	1.400000043459671638e-17
1.740000000000000000e+02	1.071367369149811566e-04	4.432296009326819330e-06	1.400000043459671638e-17
1.750000000000000000e+02	1.071356236934661865e-04	4.433472895470913500e-06	1.400000043459671638e-17
1.760000000000000000e+02	1.071362130460329354e-04	4.434719357959693298e-06	1.400000043459671638e-17
1.770000000000000000e+02	1.071372680598869920e-04	4.435965820448473096e-06	1.400000043459671638e-17
1.780000000000000000e+02	1.071397564373910427e-04	4.437210918695200235e-06	1.400000043459671638e-17
1.790000000000000000e+02	1.071438309736549854e-04	4.438456471689278260e-06	1.400000043459671638e-17
1.800000000000000000e+02	1.071501901606097817e-04	4.439785243448568508e-06	1.400000043459671638e-17
1.810000000000000000e+02	1.071580772986635566e-04	4.441123564902227372e-06	1.400000043459671638e-17
1.820000000000000000e+02	1.071671504178084433e-04	4.442460522113833576e-06	1.400000043459671638e-17
1.830000000000000000e+02	1.071781516657210886e-04	4.443797024578088894e-06	1.400000043459671638e-17
1.840000000000000000e+02	1.071916922228410840e-04	4.445200829650275409e-06	1.400000043459671638e-17
1.850000000000000000e+02	1.072072482202202082e-04	4.446633738552918658e-06	1.400000043459671638e-17
1.860000000000000000e+02	1.072241939255036414e-04	4.448066647455561906e-06	1.400000043459671638e-17
1.870000000000000000e+02	1.072431841748766601e-04	4.449498646863503382e-06	1.400000043459671638e-17
1.880000000000000000e+02	1.072651648428291082e-04	4.450973392522428185e-06	1.400000043459671638e-17
1.890000000000000000e+02	1.072895684046670794e-04	4.452497705642599612e-06	1.400000043459671638e-17
1.900000000000000000e+02	1.073158855433575809e-04	4.454022018762771040e-06	1.400000043459671638e-17
1.910000000000000000e+02	1.073443927452899516e-04	4.455544967640889809e-06	1.400000043459671638e-17
1.920000000000000000e+02	1.073745297617278993e-04	4.457086561160394922e-06	1.400000043459671638e-17
1.930000000000000000e+02	1.074074170901440084e-04	4.458693638298427686e-06	1.400000043459671638e-17
1.940000000000000000e+02	1.074430401786230505e-04	4.460300260689109564e-06	1.400000043459671638e-17
1.950000000000000000e+02	1.074806496035307646e-04	4.461905973585089669e-06	1.400000043459671638e-17
1.960000000000000000e+02	1.075207692338153720e-04	4.463510776986368001e-06	1.400000043459671638e-17
1.970000000000000000e+02	1.075636100722476840e-04	4.465187430469086394e-06	1.400000043459671638e-17
1.980000000000000000e+02	1.076076587196439505e-04	4.466864993446506560e-06	1.400000043459671638e-17
1.990000000000000000e+02	1.076369080692529678e-04	4.468541192181874067e-06	1.400000043459671638e-17
2.000000000000000000e+02	1.076666376320645213e-04	4.470217390917241573e-06	1.400000043459671638e-17
2.010000000000000000e+02	1.076967746485024691e-04	4.471942702366504818e-06	1.400000043459671638e-17
2.020000000000000000e+02	1.077270717360079288e-04	4.473685748962452635e-06	1.400000043459671638e-17
2.030000000000000000e+02	1.077566339517943561e-04	4.475428795558400452e-06	1.400000043459671638e-17
2.040000000000000000e+02	1.077851557056419551e-04	4.477170477912295610e-06	1.400000043459671638e-17
2.050000000000000000e+02	1.078128698281943798e-04	4.478948994801612571e-06	1.400000043459671638e-17
2.060000000000000000e+02	1.078393615898676217e-04	4.480771167436614633e-06	1.400000043459671638e-17
2.070000000000000000e+02	1.078652276191860437e-04	4.482591521082213148e-06	1.400000043459671638e-17
2.080000000000000000e+02	1.078903515008278191e-04	4.484411874727811664e-06	1.400000043459671638e-17
2.090000000000000000e+02	1.079157300409860909e-04	4.486245416046585888e-06	1.400000043459671638e-17
2.100000000000000000e+02	1.079411740647628903e-04	4.488150807446800172e-06	1.400000043459671638e-17
2.110000000000000000e+02	1.079658104572445154e-04	4.490054834604961798e-06	1.400000043459671638e-17
2.120000000000000000e+02	1.082513408618979156e-04	4.512033683568006381e-06	1.400000043459671638e-17
2.130000000000000000e+02	1.082807648344896734e-04	4.514148713496979326e-06	1.400000043459671638e-17
2.140000000000000000e+02	1.083109164028428495e-04	4.516263288678601384e-06	1.400000043459671638e-17
2.150000000000000000e+02	1.083413808373734355e-04	4.518376954365521669e-06	1.400000043459671638e-17
2.160000000000000000e+02	1.083722017938271165e-04	4.520489255810389295e-06	1.400000043459671638e-17
2.170000000000000000e+02	1.084043105947785079e-04	4.522662038652924821e-06	1.400000043459671638e-17
2.180000000000000000e+02	1.084375544451177120e-04	4.524833912000758573e-06	1.400000043459671638e-17
2.190000000000000000e+02	1.084714094758965075e-04	4.527003966359188780e-06	1.400000043459671638e-17
2.200000000000000000e+02	1.085064795915968716e-04	4.529173111222917214e-06	1.400000043459671638e-17
2.210000000000000000e+02	1.085433686967007816e-04	4.531390004558488727e-06	1.400000043459671638e-17
2.220000000000000000e+02	1.085812036762945354e-04	4.533629180514253676e-06	1.400000043459671638e-17
2.230000000000000000e+02	1.086202682927250862e-04	4.535866082733264193e-06	1.400000043459671638e-17
2.240000000000000000e+02	1.086610063794068992e-04	4.538103439699625596e-06	1.400000043459671638e-17
2.250000000000000000e+02	1.087035561795346439e-04	4.540365353022934869e-06	1.400000043459671638e-17
2.260000000000000000e+02	1.087477940018288791e-04	4.542676833807490766e-06	1.400000043459671638e-17
2.270000000000000000e+02	1.087947603082284331e-04	4.544985586107941344e-06	1.400000043459671638e-17
2.280000000000000000e+02	1.088434801204130054e-04	4.547293883661041036e-06	1.400000043459671638e-17
2.290000000000000000e+02	1.088942808564752340e-04	4.549602181214140728e-06	1.400000043459671638e-17
2.300000000000000000e+02	1.089476863853633404e-04	4.551981874101329595e-06	1.400000043459671638e-17
2.310000000000000000e+02	1.090038931579329073e-04	4.554359747999114916e-06	1.400000043459671638e-17
2.320000000000000000e+02	1.090631776605732739e-04	4.556736257654847577e-06	1.400000043459671638e-17
2.330000000000000000e+02	1.091252124751918018e-04	4.559111857815878466e-06	1.400000043459671638e-17
2.340000000000000000e+02	1.091906960937194526e-04	4.561532477964647114e-06	1.400000043459671638e-17
2.350000000000000000e+02	1.092592356144450605e-04	4.563973561744205654e-06	1.400000043459671638e-17
2.360000000000000000e+02	1.093313767341896892e-04	4.566412826534360647e-06	1.400000043459671638e-17
2.370000000000000000e+02	1.094073231797665358e-04	4.568851181829813868e-06	1.400000043459671638e-17
2.380000000000000000e+02	1.094868930522352457e-04	4.571307272271951661e-06	1.400000043459671638e-17
2.390000000000000000e+02	1.095703410101123154e-04	4.573802016238914803e-06	1.400000043459671638e-17
2.400000000000000000e+02	1.096576233976520598e-04	4.576294941216474399e-06	1.400000043459671638e-17
2.410000000000000000e+02	1.097485292120836675e-04	4.578786956699332222e-06	1.400000043459671638e-17
2.420000000000000000e+02	1.098427746910601854e-04	4.581276698445435613e-06	1.400000043459671638e-17
2.430000000000000000e+02	1.099414512282237411e-04	4.583819190884241834e-06	1.400000043459671638e-17
2.440000000000000000e+02	1.100440422305837274e-04	4.586361683323048055e-06	1.400000043459671638e-17
2.450000000000000000e+02	1.101509114960208535e-04	4.588904175761854276e-06	1.400000043459671638e-17
2.460000000000000000e+02	1.102621390600688756e-04	4.591444394463906065e-06	1.400000043459671638e-17
2.470000000000000000e+02	1.103777394746430218e-04	4.594019628711976111e-06	1.400000043459671638e-17
2.480000000000000000e+02	1.104977272916585207e-04	4.596621238306397572e-06	1.400000043459671638e-17
2.490000000000000000e+02	1.106224663089960814e-04	4.599221938406117260e-06	1.400000043459671638e-17
2.500000000000000000e+02	1.107514544855803251e-04	4.601820819516433403e-06	1.400000043459671638e-17
2.510000000000000000e+02	1.108849319280125201e-04	4.604430614563170820e-06	1.400000043459671638e-17
2.520000000000000000e+02	1.110235898522660136e-04	4.607094524544663727e-06	1.400000043459671638e-17
2.530000000000000000e+02	1.111659876187331975e-04	4.609757525031454861e-06	1.400000043459671638e-17
2.540000000000000000e+02	1.113116377382539213e-04	4.612419161276193336e-06	1.400000043459671638e-17
2.550000000000000000e+02	1.114600308937951922e-04	4.615079888026230037e-06	1.400000043459671638e-17
2.560000000000000000e+02	1.116113344323821366e-04	4.617790182237513363e-06	1.400000043459671638e-17
2.570000000000000000e+02	1.117640713346190751e-04	4.620514118869323283e-06	1.400000043459671638e-17
2.580000000000000000e+02	1.119179651141166687e-04	4.623235327017027885e-06	1.400000043459671638e-17
2.590000000000000000e+02	1.120726083172485232e-04	4.625956535164732486e-06	1.400000043459671638e-17
2.600000000000000000e+02	1.122281973948702216e-04	4.628699571185279638e-06	1.400000043459671638e-17
2.610000000000000000e+02	1.123849724535830319e-04	4.631477622751845047e-06	1.400000043459671638e-17
2.620000000000000000e+02	1.125422422774136066e-04	4.634255674318410456e-06	1.400000043459671638e-17
2.630000000000000000e+02	1.127001814893446863e-04	4.637031452148221433e-06	1.400000043459671638e-17
2.640000000000000000e+02	1.128588846768252552e-04	4.639806775230681524e-06	1.400000043459671638e-17
2.650000000000000000e+02	1.130178279709070921e-04	4.642631211027037352e-06	1.400000043459671638e-17
2.660000000000000000e+02	1.131754688685759902e-04	4.645454737328691408e-06	1.400000043459671638e-17
2.670000000000000000e+02	1.133317491621710360e-04	4.648278718377696350e-06	1.400000043459671638e-17
2.680000000000000000e+02	1.134847188950516284e-04	4.651099970942595974e-06	1.400000043459671638e-17
2.690000000000000000e+02	1.136339778895489872e-04	4.653947144106496125e-06	1.400000043459671638e-17
2.700000000000000000e+02	1.137779763666912913e-04	4.656816145143238828e-06	1.400000043459671638e-17
2.710000000000000000e+02	1.139153755502775311e-04	4.659683781937928870e-06	1.400000043459671638e-17
2.720000000000000000e+02	1.140460299211554229e-04	4.662550054490566254e-06	1.400000043459671638e-17
2.730000000000000000e+02	1.141685497714206576e-04	4.665420874516712502e-06	1.400000043459671638e-17
2.740000000000000000e+02	1.142836408689618111e-04	4.668340352509403601e-06	1.400000043459671638e-17
2.750000000000000000e+02	1.143906993092969060e-04	4.671258466260042042e-06	1.400000043459671638e-17
2.760000000000000000e+02	1.144891211879439652e-04	4.674174761021276936e-06	1.400000043459671638e-17
2.770000000000000000e+02	1.145795322372578084e-04	4.677090601035160944e-06	1.400000043459671638e-17
2.780000000000000000e+02	1.146629801951348782e-04	4.680044639826519415e-06	1.400000043459671638e-17
2.790000000000000000e+02	1.147392686107195914e-04	4.683018232753966004e-06	1.400000043459671638e-17
2.800000000000000000e+02	1.148086448665708303e-04	4.685990461439359933e-06	1.400000043459671638e-17
2.810000000000000000e+02	1.148715091403573751e-04	4.688962235377402976e-06	1.400000043459671638e-17
2.820000000000000000e+02	1.149273593910038471e-04	4.691943559009814635e-06	1.400000043459671638e-17
2.830000000000000000e+02	1.149775489466264844e-04	4.694971266872016713e-06	1.400000043459671638e-17
2.840000000000000000e+02	1.150222597061656415e-04	4.697996246250113472e-06	1.400000043459671638e-17
2.850000000000000000e+02	1.150618700194172561e-04	4.701021225628210232e-06	1.400000043459671638e-17
2.860000000000000000e+02	1.150968673755414784e-04	4.704044386016903445e-06	1.400000043459671638e-17
2.870000000000000000e+02	1.151281685451976955e-04	4.707106654677772895e-06	1.400000043459671638e-17
2.880000000000000000e+02	1.151551841758191586e-04	4.710181656264467165e-06	1.400000043459671638e-17
2.890000000000000000e+02	1.151784963440150023e-04	4.713256203103810549e-06	1.400000043459671638e-17
