iter,gbest_fit_Tbps,swarm_mean_Tbps,swarm_std_x,w,snr_metric,gbest_O_dBm,gbest_E_dBm,gbest_S_dBm,gbest_C_dBm,gbest_L_dBm,gbest_O_SNR_dB,gbest_E_SNR_dB,gbest_S_SNR_dB,gbest_C_SNR_dB,gbest_L_SNR_dB
0,1979.609632481722,1819.0486197833593,1.8829597021508715,0.9,mean_linear_dB,-1.1249441953940291,-1.0855498747821053,-2.8723493135617146,-4.784275158024424,-1.9429782753734637,6.517873890234541,10.3627404709801,12.529873764360595,16.78435332523148,17.34461925277099
1,2009.8809260484363,1909.750500910294,1.2432624784723432,0.9,mean_linear_dB,-2.533815281007821,-0.9540407941813694,-3.276906070981785,-3.732851417324623,-3.7456733205282955,6.103296720848408,10.271439656592795,12.822819347063998,17.15810602048315,17.80739327236659
2,2033.476583293107,1963.7695415578607,0.9200823103627748,0.8827586206896552,mean_linear_dB,-1.2979532120423038,-1.6852151233183816,-4.512768139947303,-4.96871348629014,-4.501542402625669,6.472312835287263,10.708570761512759,12.919837615006497,17.241253823220593,17.78845793142115
