source_id,topology,band_user,band_resolved,route_function,rwa_key,scale,cfm_capacity_bps,cfm_capacity_tbps,cfm_lightpaths,elapsed_seconds,span_length_km,launch_power_dBm
69c970b5211e79784e6b7434,RegularDCI,OESCL,OESCL,FF-kSP,FF-kSP OESCL RWA,0.2,1583489221184656.5,1583.4892211846566,2937,373.67506926041096,80.0,-2.0
69c970b5211e79784e6b7434,RegularDCI,OESCL,OESCL,FF-kSP,FF-kSP OESCL RWA,0.4,1488300065654715.8,1488.3000656547158,2937,111.87829331122339,80.0,-2.0
69c970b5211e79784e6b7434,RegularDCI,OESCL,OESCL,FF-kSP,FF-kSP OESCL RWA,0.6,1416397126826718.2,1416.3971268267182,2937,109.5477315345779,80.0,-2.0
69c970b5211e79784e6b7434,RegularDCI,OESCL,OESCL,FF-kSP,FF-kSP OESCL RWA,0.8,1357986179442050.8,1357.9861794420508,2937,106.927151190117,80.0,-2.0
69c970b5211e79784e6b7434,RegularDCI,OESCL,OESCL,FF-kSP,FF-kSP OESCL RWA,1.0,1308630487012012.8,1308.6304870120127,2937,109.44020030461252,80.0,-2.0
